Contenido;Título del vídeo;Hora de publicación del vídeo;Clics por elemento de pantalla final mostrado (%);Elementos de pantalla final mostrados;Clics en elementos de pantalla final;Clics en teaser por teaser de tarjeta mostrado (%);Teasers de tarjeta mostrados;Clics en teaser de tarjeta;Clics por tarjeta mostrada (%);Tarjetas mostradas;Clics en tarjetas;Me gusta (vs. No me gusta) (%);No me gusta;Me gusta;Mostrado en el feed;Vistos (frente a saltados) (%);Comentarios añadidos;Compartido;RPM (USD);Ingresos estimados (USD);Suscriptores perdidos;Suscriptores ganados;Porcentaje medio visto (%);Visualizaciones;Tiempo de visualización (horas);Duración media de las visualizaciones;Impresiones;Porcentaje de clics de las impresiones (%)
dMotcwlybmg;Te REVELO 🔎 estos TRUCOS para CREAR LOGOS 3D PROFESIONALES 😮 ▶ Corel DRAW;May 31, 2016;;0;0;;0;0;;0;0;100;0;1;0;;0;0;0;0;0;0;3.55;2;0.0389;0:01:09;80;2.5
dfJzsYz4QeA;🔥 Cómo CREAR una INTRO para tu CANAL de YOUTUBE 💗 en un PAR de MINUTOS ▶ TUTORIAL | DelcaVideography;Feb 15, 2022;0;6;0;0;2;0;;0;0;;0;0;0;;0;0;11,143;0.078;0;0;51.97;7;0.7518;0:06:26;81;0
dtDA8WQGMzo;Cómo crear destellos de luz en 7 pasos con Corel DRAW | DelcaVideography;Jun 25, 2019;0;27;0;0;145;0;;0;0;100;0;6;0;;0;0;1,654;0.294;0;2;29.36;181;118,259;0:03:55;1944;5.56
e4G-6BlBGdY;Cómo CONVERTIR CLIPS DE VIDEO a GIF ANIMADOS usando Vegas PRO;Jun 1, 2021;;0;0;0;1;0;;0;0;0;1;0;0;;0;0;0.769;0.01;0;0;12.97;15;0.3858;0:01:32;160;8.13
e7VHNVmSYcs;CÓMO EDITAR VÍDEOS para FEED de INSTAGRAM en 3 PASOS con Vegas Pro | DelcaVideography;Aug 27, 2019;0;6;0;0;15;0;;0;0;;0;0;0;;0;0;0.69;0.032;0;0;25.45;48;28,641;0:03:34;311;10.29
eKIjcm4gwLw;🌟 3D GOLD TEXT EFFECT COREL DRAW TUTORIAL [*Paso a Paso* ✍🏼] 🌟;Jan 23, 2018;0;103;0;0;405;0;;0;0;100;0;8;0;;1;5;1,842;0.777;0;5;33.54;419;314,646;0:04:30;4530;5.72
eTNr9599FKg;⭐ SOLO HAZ un PAR de TRAZOS para obtener MÚLTIPLES DISEÑOS ▶ TUTORIAL CorelDRAW | DelcaVideography;Jul 12, 2022;0;6;0;0;2;0;;0;0;;0;0;0;;0;0;1;0.003;0;0;71.63;3;0.2179;0:04:21;169;1.18
eYZMnRd4Y4Y;🤩  5 🌟TRANSICIONES PROFESIONALES🌟 que DEBES APRENDER ►TUTORIAL VEGAS PRO ʜᴅ;Oct 17, 2017;0;4;0;0;50;0;;0;0;100;0;-1;0;;0;0;0.963;0.109;0;0;14.74;128;35,643;0:01:40;1459;6.17
egaaY133hmo;✅ Cómo ROTAR un VÍDEO en VERTICAL [*BIEN EXPLICADO* 🤗] TUTORIAL (Paso a Paso ✍🏼) VEGAS PRO;Oct 24, 2017;0;12;0;0;46;0;;0;0;;0;0;0;;0;0;1,345;0.078;0;0;32.17;60;24,663;0:02:27;884;3.73
euHOElFSX7Y;Speedrun LOGO MAKER Tutorial (1min) | DelcaVideography;Aug 19, 2021;;0;0;;0;0;;0;0;100;0;1;10;70;0;0;0;0;0;0;96.15;7;0.1122;0:00:57;136;3.68
f0AP5jupXoI;Transición Mágica (de la Pantalla a la Vida Real) en Vegas Pro | DelcaVideography;Jul 4, 2018;;0;0;0;3;0;;0;0;;0;0;0;;0;0;1;0.008;0;0;20.42;8;0.2922;0:02:11;105;3.81
fMfk-OueY9s;(AVANZADO) TUTORIAL 21 Corel DRAW X7: ❤ DISEÑOS PARA EVENTOS ESPECIALES ❤ / SAINT VALENTINE'S;Feb 6, 2015;;0;0;;0;0;;0;0;100;0;1;0;;0;0;2.9;0.029;0;0;9.18;10;0.6632;0:03:58;132;3.79
fOoaqqmErcs;👽 EFECTO CHROMA - VIDEO FX SONY VEGAS PRO TUTORIAL👽;Feb 7, 2017;;0;0;0;2;0;;0;0;;0;0;0;;0;0;1.25;0.005;0;0;5.65;4;0.0822;0:01:13;45;6.67
fQlojG2yhPk;⚡ PRUEBA FLEXCLIP 2022  y CREA VIDEOS para YOUTUBE SIN SER EXPERTO ▶ Tutorial | DelcaVideography;Jun 29, 2022;;0;0;;0;0;;0;0;;0;0;0;;0;0;0.6;0.003;0;0;8.45;5;0.0879;0:01:03;108;2.78
f_MUrOOOACU;💪🏼 DOMINA esta TÉCNICA para diseñar LOGOS como este en CorelDRAW 🍺 | DelcaVideography;Oct 12, 2021;0;6;0;0;7;0;;0;0;;0;0;0;;0;0;6.5;0.12;0;0;29.05;26;21,818;0:05:02;458;3.49
fe51AzDOPX8;💪🏼 Diseña tu propio logo de manera fácil y rápida ⚡ | Shorts  @DelcaX;Dec 22, 2022;;0;0;;0;0;;0;0;;0;0;35;74.29;0;0;0;0;0;0;69.19;26;0.2998;0:00:41;627;2.23
g1LYvOGnX_c;APRENDE Cómo DIBUJAR un LOGO [🌈 Rainbow Star ⭐️] en Corel DRAW ▶ DelcaVideography;Jul 7, 2020;0;3;0;0;5;0;;0;0;;0;0;0;;0;0;1,667;0.005;0;0;25.13;4;0.36;0:05:23;112;0.89
gMkPj5Jrtz0;(BÁSICO) LOGO GOOGLE CHROME TUTORIAL COREL DRAW X8;Aug 16, 2016;;0;0;0;6;0;;0;0;;0;0;0;;0;0;0.5;0.002;0;0;14.8;5;0.1965;0:02:21;119;1.68
ghc_2Ljua5A;✨✔ Te ENSEÑO estas TÉCNICAS para que DISEÑES como un PRO ▶ TUTORIAL CorelDRAW | DelcaVideography;May 4, 2022;;0;0;0;1;0;;0;0;;0;0;0;;0;0;0.333;0.001;0;0;21.78;3;0.2173;0:04:20;131;1.53
gp1G19kqmg4;Crea DISEÑOS para REDES SOCIALES, infografías, PÓSTERS y MÁS con DesignCap | DelcaVideography;Nov 26, 2019;;0;0;;0;0;;0;0;;0;0;0;;0;0;0;0;0;0;59.09;1;0.2191;0:13:08;59;0
hBWu31SO4kk;3 formas de RECORTAR OBJETOS para MINIATURAS en Corel DRAW | DelcaVideography;Mar 10, 2020;0;54;0;0;175;0;;0;0;100;0;2;0;;0;4;2,076;0.431;0;0;36.38;234;255,356;0:06:32;2676;5.61
hKznCL165B0;🤜🏼💥 ZARA vs MANGO 💥🤛🏼 Enfrento & Comparo ⚔ estas 2 MARCAS ▶ DelcaVideography;Feb 16, 2021;;0;0;;0;0;;0;0;;0;0;0;;0;0;1.2;0.007;0;0;12.82;5;0.0645;0:00:46;89;2.25
hUUN9kh-J0Y;(BÁSICO) TUTORIAL 7 CorelDRAW X6, X7: CREA UN CALENDARIO EN 3 MINUTOS USANDO MACROS;Sep 15, 2014;;0;0;;0;0;;0;0;;0;0;0;;0;0;0;0;0;0;25.34;9;0.4498;0:02:59;171;1.17
hchJnalQhUU;SPECIAL EFFECTS MOVIE FILM  BOGOTÁ Sony Vegas Pro - TRAILER;Apr 2, 2014;;0;0;;0;0;;0;0;;0;0;0;;0;0;0;0;0;0;28.55;2;0.0152;0:00:27;16;12.5
hdVE-PhAYyg;⌘ Cómo CREAR LOGOS PRO [# TUTORIAL Paso a Paso✍🏼] en Corel DRAW ▶ DelcaVideography ⌘ (2021);Oct 2, 2018;0;2;0;0;21;0;;0;0;100;0;-1;0;;0;0;0.514;0.044;0;0;25.74;40;21,362;0:03:12;608;2.14
hhqTrTLGPeU;💚 Herramienta TEXTO Todo Lo Que Debes Saber ▶ Tutorial CorelDRAW @DelcaX;Jan 10, 2023;0;12;0;;0;0;;0;0;100;0;2;0;;0;2;2,214;0.064;0;0;48.14;37;29,836;0:04:50;794;3.15
hk9WoUCx4-8;🤖 Creando robots espaciales en Corel DRAW | DelcaVideography 🤖;Sep 11, 2018;0;4;0;0;1;0;;0;0;;0;0;0;;0;0;1.4;0.007;0;0;12.28;5;0.2039;0:02:26;103;1.94
hva48UGPifg;Cómo CREAR LOGOS en MINUTOS / Create Logos in minutes | DelcaVideography;Aug 14, 2018;;0;0;;0;0;;0;0;;0;0;0;;0;0;1;0.002;0;0;7.12;3;0.1025;0:02:03;57;5.26
i1zc36crxZY;VEGAS PRO 16: 10 NUEVAS FUNCIONES que debes CONOCER | DelcaVideography;Nov 6, 2018;;0;0;0;7;0;;0;0;;0;0;0;;0;0;0;0;0;0;54.74;3;0.4643;0:09:17;44;6.82
iTkt6VbIL5M;🧩 EASY ▶ASSEMBLY◀ Techniques for Beginners & Experts ▷ CorelDRAW TUTORIAL | DelcaVideography;Sep 14, 2021;0;3;0;;0;0;;0;0;;0;0;0;;0;0;19.5;0.039;0;0;44.51;2;0.0846;0:02:32;72;2.78
itHqUHcQ0xE;STAR WARS TEXT ANIMATION INTRO TUTORIAL: SONY VEGAS PRO 11, 12, 13 ☄️;Dec 23, 2015;;0;0;;0;0;;0;0;;0;0;0;;0;0;0;0;0;0;8.38;3;0.0829;0:01:39;50;6
ivIb_pr7NEA;💀 Tutorial HALLOWEEN -  Introducción CREA TU MÁSCARA CATRINA | DelcaVideography 💀;Oct 30, 2018;0;4;0;0;2;0;;0;0;;0;0;0;;0;0;0;0;0;0;49.73;1;0.0246;0:01:28;54;0
jPTShYN3wYo;✨✔ APLICA estas TÉCNICAS AVANZADAS para CREAR LOGOS en CorelDRAW ▶ TUTORIAL | DelcaVideography;Apr 26, 2022;0;3;0;0;8;0;;0;0;100;0;2;0;;0;1;1,483;0.087;0;1;17.56;70;7,687;0:06:35;1263;3.88
jRBz2XK3W-U;🔴 Cómo DISEÑAR LOGOS en POCOS PASOS 🧐 con CorelDRAW ► TUTORIAL | DelcaVideography;Nov 25, 2021;0;25;0;0;29;0;;0;0;100;0;1;0;;0;0;0.643;0.027;0;0;41.84;44;32,164;0:04:23;820;4.51
jRaBozimttk;🟢 DESCUBRE Cómo Crear este LOGO PROFESIONAL en Corel Draw usando esta TÉCNICA [Te Interesa!!! 🔥];Aug 23, 2016;;0;0;;0;0;;0;0;100;0;1;0;;0;0;0.75;0.003;0;0;31.86;4;0.349;0:05:14;94;1.06
jZDtVn9KVdA;(PROFESIONAL DESIGN)🗡 DAGA ZAFIRO COREL DRAW TUTORIAL: PARTE 2;Jun 6, 2017;;0;0;;0;0;;0;0;;0;0;0;;0;0;0;0;0;0;0.48;1;0.0031;0:00:11;80;1.25
jlKRNHa23qg;🔥 CorelDRAW Best Geometry Tricks Logo TUTORIAL ▶▶ MICROSOFT EDGE 👉🏼 DelcaVideography;Jul 6, 2021;0;3;0;0;7;0;;0;0;;0;0;0;;0;0;0.5;0.003;0;0;40.25;6;0.3797;0:03:47;119;4.2
jtBCXJjkEf8;Aprende ARTE DIGITAL en 3 PASOS con Corel DRAW | DelcaVideography;Feb 4, 2020;;0;0;0;13;0;;0;0;100;0;-1;0;;0;0;1;0.006;0;0;110.49;4;1,046;0:15:41;168;0
kGB2kZkqUSU;👀 CÓMO ANIMAR UN MANGA 👀 / ANIMATING A MANGA: SONY VEGAS PRO TUTORIAL;Aug 15, 2017;0;3;0;0;5;0;;0;0;100;0;1;0;;0;0;0.37;0.012;0;0;6.71;33;15,941;0:02:53;365;5.21
kIAQg7dIdl4;TUTORIAL: CREA TU INTRO PARA TU CANAL DE YOUTUBE en Vegas Pro | DelcaVideography;Feb 19, 2019;;0;0;;0;0;;0;0;;0;0;0;;0;0;0.714;0.005;0;0;12.52;7;0.2524;0:02:09;208;2.4
kNMd8vuFhXs;⭐ APRENDE a DIBUJAR así ✍🏼SÓLO SI HACES ESTO ▶ TUTORIAL CorelDRAW | DelcaVideography;Jul 5, 2022;0;7;0;0;3;0;;0;0;100;0;1;0;;0;0;0.75;0.016;0;0;21.45;21;15,081;0:04:18;329;2.13
kYxtjTfr75M;NUEVO Corel DRAW 2021 🤯 ENCIENDE tu CREATIVIDAD 💡 ▶ DelcaVideography;Mar 12, 2021;;0;0;;0;0;;0;0;;0;0;0;;0;0;0.2;0.003;0;0;3.2;15;0.4621;0:01:50;261;1.15
kuI3uJebbgk;🤯 APRENDE a DISEÑAR LOGOS con ESTA TÉCNICA SECRETA en CorelDRAW | DelcaVideography;Jan 18, 2022;;0;0;0;3;0;;0;0;100;0;1;0;;0;0;1,588;0.031;0;0;13.72;20;0.6357;0:01:54;330;4.55
l3PAd-353XM;✅ ESTAS son las FUNCIONES de Vegas Pro 2022  ▶ DelcaVideography;Nov 15, 2022;0;15;0;0;5;0;;0;0;100;0;1;0;;0;0;1,067;0.016;0;0;55.28;15;0.8339;0:03:20;311;2.89
lZ0d1QrA5dM;LOGO THE AVENGERS: PHOTOSHOP TUTORIAL CS4|CS5|CS6;Jun 20, 2015;;0;0;0;2;0;;0;0;;0;0;0;;0;0;8;0.024;0;0;38.82;3;0.3928;0:07:51;89;1.12
lZ4YFGjLeDk;CÓMO DIBUJAR VISTA ISOMÉTRICA en Corel Draw | DelcaVideography;Jun 19, 2018;0;4;0;0;6;0;;0;0;;0;0;0;;0;0;0.4;0.002;0;0;34.41;5;0.9434;0:11:19;198;0
laxBqIwXIhI;¿Sabías que estos contenidos están en DelcaVideography?;Feb 16, 2019;0;4;0;;0;0;;0;0;;0;0;0;;0;0;0;0;0;0;99.5;1;0.0166;0:00:59;163;0.61
lbkHP_KKD5s;🔑 TIPS INDISPENSABLES para DISEÑAR ▶ Short | DelcaVideography;Aug 20, 2022;0;2;0;;0;0;;0;0;;0;0;0;;0;0;0;0;0;0;28.24;2;0.0111;0:00:20;99;2.02
llzp9lpPb-0;⚡10 MEJORES TIPOGRAFÍAS GRATUITAS que serán ▶ TENDENCIA en 2021 + 🎁 SORPRESA!;Feb 2, 2021;;0;0;0;2;0;;0;0;;0;0;0;;0;0;1.8;0.009;0;0;19.15;5;0.1617;0:01:56;96;5.21
lsZjMbXi4ps;Cómo crear LOGO GLITCH en Corel DRAW | DelcaVideography;Jun 5, 2018;0;8;0;0;13;0;;0;0;;0;0;0;;0;2;1,667;0.016;0;0;30.55;11;10,353;0:05:38;260;3.08
lzw6XdFU1PM;(INTERMEDIO) TUTORIAL 15 Corel DRAW X6, X7: CÓMO VECTORIZAR PAISAJES: Tutorial práctico;Jul 5, 2014;;0;0;;0;0;;0;0;;0;0;0;;0;0;6;0.012;0;0;52.31;2;0.5403;0:16:12;84;2.38
mQNYlXaTKtE;CÓMO CAMBIAR UN VÍDEO A COLOR A BLANCO Y NEGRO en Vegas Pro DelcaVideography;Jun 4, 2019;0;3;0;0;5;0;;0;0;;0;0;0;;0;0;0;0;0;0;14.61;10;0.246;0:01:28;157;3.82
m_Y0hyzFepA;⚠ *ATENCIÓN* 🖥 APRENDE Cómo *REDUCIR* el PESO de un VÍDEO [SIN PERDER CALIDAD] ▶ 💪🏻 DelcaVideography;Aug 18, 2020;0;2;0;0;31;0;;0;0;100;0;1;0;;0;0;0.966;0.037;0;0;22.11;30;17,301;0:03:27;69;2.9
mzHJAmtQjLM;💡 CÓMO CREAR EFECTO DE LUZ EN COREL DRAW: TUTORIAL 💡;Feb 6, 2018;0;15;0;0;34;0;;0;0;100;0;5;0;;0;0;0.798;0.073;0;0;22.47;95;5,461;0:03:26;1572;3.44
n8nFTHUXIvw;CÓMO CREAR UN ASPECTO CINEMÁTICO A TUS VÍDEOS: SONY VEGAS PRO 10, 11, 12 y 13 TUTORIAL;Feb 21, 2015;;0;0;0;3;0;;0;0;;0;0;0;;0;0;0.857;0.013;0;0;24.57;10;0.7918;0:04:45;165;2.42
nOt-DeFHj2M;GREAT 3D LETTER LOGO + COMIC EFFECT: COREL DRAW TUTORIAL ✏️;Nov 28, 2017;;0;0;0;3;0;;0;0;100;0;2;0;;0;0;0.13;0.033;0;0;9.07;31;17,135;0:03:18;686;2.62
ndfAda__EdY;(INTERMEDIO) 🕹 POKÉMON GO LOGO TUTORIAL: COREL DRAW;Nov 1, 2016;;0;0;;0;0;;0;0;;0;0;0;;0;0;0;0;0;0;4.22;3;0.0445;0:00:53;84;1.19
ne8XcdNx6is;✅ DESCUBRE las 17 REGLAS (*Que DEBES Saber* 🤩) para CREAR un BUEN DISEÑO ► + EJEMPLOS [2021];Oct 6, 2020;;0;0;0;5;0;;0;0;;0;0;0;;0;0;1,429;0.01;0;0;32.62;7;0.9826;0:08:25;170;3.53
nmRk8PXSYdY;🦊 DESCUBRE Cómo Crear este LOGO CONCEPTUAL [PASO a PASO ✍🏼] en Corel DRAW ► DelcaVideography;Nov 25, 2020;0;3;0;0;6;0;;0;0;100;0;1;0;;0;0;0.571;0.004;0;0;17.85;7;0.7026;0:06:01;151;2.65
oBfiZhkmL20;LOGO 3D PROFESIONAL (AVANZADO) TUTORIAL 27 Corel DRAW X7;Sep 16, 2015;;0;0;0;5;0;;0;0;;0;0;0;;0;0;0;0;0;0;27.79;4;0.3202;0:04:48;55;5.45
oLd2IavaRzM;🌀INCREÍBLE, Cómo Cambiar el color de objetos en Vídeo - BIEN explicado TUTORIAL VEGAS PRO;Nov 7, 2017;;0;0;0;11;0;;0;0;;0;0;0;;0;0;1;0.009;0;0;30.14;9;0.6902;0:04:36;125;4.8
oUYaEmUR_xc;Cómo SIMULAR AGUA REAL usando VEGAS PRO | DelcaVideography;Feb 25, 2020;;0;0;;0;0;;0;0;;0;0;0;;0;0;0.75;0.007;0;0;9.51;9;0.2295;0:01:31;108;4.63
o_9MXIi_uZY;✅(BÁSICO) CONTROLA Corel DRAW Siguiendo estos CONSEJOS [DISEÑO PARAMÉTRICO] ▶ DelcaVideography;Aug 22, 2014;;0;0;;0;0;;0;0;;0;0;0;;0;0;0.462;0.006;0;0;39.58;13;23,881;0:11:01;209;3.35
ojCMhzKgIjw;✅ Esto Debes Pagar 💲 por Usar Vegas Pro 2022 ▶ @DelcaX;Nov 29, 2022;0;9;0;;0;0;;0;0;100;0;1;0;;0;0;3,143;0.044;0;0;52.22;15;0.5026;0:02:00;298;3.36
ok3pfhXHnZY;INFORMACIÓN DELCAVIDEOGRAPHY;Jul 5, 2016;;0;0;0;4;0;;0;0;;0;0;0;;0;0;0;0;0;0;99.52;1;0.0335;0:02:00;26;3.85
oq0TpdgFFxE;✔ APRENDE Cómo DIBUJAR a CALAMARDO 🐙 [Paso a Paso] (*Bob esponja* 🧽) ▶ DelcVideography;Sep 2, 2020;;0;0;;0;0;;0;0;;0;0;0;;0;0;0.5;0.001;0;0;29.88;2;0.6291;0:18:52;98;2.04
orS0O0vzFVI;💥 CONOCE los COMANDOS & ATAJOS prácticos en CorelDRAW ▶ TUTORIAL;Jan 6, 2015;;0;0;0;13;0;;0;0;;0;0;0;;0;0;0.424;0.014;0;0;21.67;38;42,822;0:06:45;428;4.21
p5Vza8Fwn-E;💪🏼 Diseño Este LOGO En 1 Minuto ⚡ | Shorts  @DelcaX;Dec 20, 2022;;0;0;;0;0;;0;0;;0;0;7;71.43;0;0;0;0;0;0;74.12;5;0.0618;0:00:44;395;0.76
p5s_yd8bfWY;FUEGO AZUL ☄️ Creating a Photorealistic Blue Fire Flame in Corel DRAW | DelcaVideography ☄️;Mar 7, 2019;0;8;0;0;21;0;;0;0;100;0;1;0;;0;0;0.313;0.006;0;0;26.43;17;17,346;0:06:07;335;2.99
pB9xmmTnMTc;🧐 La TABLETA GRÁFICA más BARATA y VENDIDA ¿Merece la pena? Review VEIKK S640 | DelcaVideography;Nov 11, 2021;0;3;0;0;7;0;;0;0;100;0;2;0;;0;0;1;0.016;0;0;41.93;16;11,181;0:04:11;162;6.79
pBO1Az8mAaU;🔴 CÓMO ANIMAR una IMAGEN en Sony VEGAS PRO [Bien Explicado ✅];Sep 26, 2017;0;1;0;0;152;0;;0;0;100;0;8;0;;0;1;0.823;0.241;0;2;11.28;299;100,985;0:02:01;1880;10.64
pR4gA8VGZX4;DISEÑO GRÁFICO Y AUDIOVISUAL: BIENVENIDOS AL 2020;Jan 14, 2020;0;3;0;;0;0;;0;0;;0;0;0;;0;0;0;0;0;0;37.99;4;0.0473;0:00:42;111;1.8
pYpqnBly3qI;🌈 GRAPHIC DESIGN COMPOSITION: COREL DRAW TUTORIAL;Mar 12, 2018;0;4;0;0;4;0;;0;0;;0;0;0;;0;0;0.333;0.001;0;0;40.9;3;0.3742;0:07:29;85;1.18
pZTBKbZLhg4;LOGO TUTORIAL: ADOBE ILLUSTRATOR - ORIGAMI CUBIK;Apr 10, 2018;;0;0;16.67;6;1;20;5;1;;0;0;0;;0;0;1;0.009;0;0;11.42;9;0.2413;0:01:36;63;4.76
pyRbyr-YEl0;✅ APRENDE a REEMPLAZAR el COLOR de IMÁGENES (Bien Explicado 💚 ) ▷ CorelDRAW 2021 👉🏼 DelcaVideography;Apr 19, 2021;0;33;0;0;95;0;;0;0;100;0;2;0;;0;1;1,695;0.425;0;0;20.47;250;199,551;0:04:47;1937;5.83
q3FV1NWUVG0;🏃🏼‍♂️ Speedrun LOGO CANGREJO #shorts ▶ DelcaVideography;Oct 8, 2022;;0;0;;0;0;;0;0;;0;0;0;;0;0;0;0;0;0;6.15;1;0.0011;0:00:04;122;0
q9Um7q-MN28;🎉🎈 TIPS ESENCIALES para CREAR tu PROPIA TARJETA de CUMPLEAÑOS en CorelDRAW | DelcaVideography;Dec 7, 2021;;0;0;0;1;0;;0;0;;0;0;0;;0;0;0.333;0.002;0;0;21.03;4;0.1699;0:02:32;149;2.68
qYt3TLlMkOU;🛠 Con estas 7 TÉCNICAS vas a DISEÑAR como un PROFESIONAL 😎 en CorelDRAW TUTORIAL DelcaVideography;Jun 7, 2022;0;3;0;0;4;0;;0;0;;0;0;0;;0;0;0.125;0.001;0;0;19.9;8;0.3763;0:02:49;138;1.45
qZDnqNKSp1U;💚 TODO sobre la herramienta CURVA en CorelDRAW ▶ Tutorial | DelcaVideography;Oct 11, 2022;0;6;0;0;5;0;0;2;0;100;0;1;0;;0;0;1,118;0.023;0;0;33.41;23;18,166;0:04:44;580;2.93
qgz8K69Nyos;🔥 CorelDRAW BEST Techniques for BEGINNERS & EXPERTS Tutorial ▶ SnowFlake ❄ (2021) 👉🏼DelcaVideography;Jul 1, 2021;0;6;0;0;6;0;;0;0;;0;0;0;;0;0;0.6;0.003;0;0;32.47;5;0.2787;0:03:20;95;4.21
qnDmzvqmeCU;🎞 APRENDE Nuevos TRUCOS INFALIBLES [que Debes Saber* 😉] para EDITAR VÍDEOS ▶ DelcaVideography [2021];Aug 11, 2020;0;3;0;0;3;0;;0;0;;0;0;0;;0;0;0.143;0.002;0;0;12.49;8;0.2773;0:02:04;106;6.6
qvhFqeoN6tk;🤸🏻‍♂️🏃🏻 CÓMO CREAR ESTELAS DE MOVIMIENTO en TUS VÍDEOS con VEGAS PRO | DelcaVideography;May 19, 2020;;0;0;0;17;0;;0;0;100;0;1;0;;0;0;0.514;0.021;0;1;8.43;43;15,344;0:02:08;427;5.85
r40BHf8jemc;Piques y carreras de autos/Drags and Racing Cars: The chase / 4x4 & V8 engines - TOCANCIPÁ;Apr 13, 2014;;0;0;;0;0;;0;0;;0;0;0;;0;0;0.333;0.001;0;0;34.57;4;0.0653;0:00:58;9;0
rQKwYTmFz7I;😎 DOMINA estas TÉCNICAS de DISEÑO para CREAR LOGOS en CorelDRAW ▶ TUTORIAL | DelcaVideography;Feb 17, 2022;0;9;0;0;6;0;;0;0;;0;0;0;;0;0;0.231;0.003;0;0;38.97;13;12,961;0:05:58;258;3.1
sALIuMI6yjk;Crea íconos con 6 técnicas de dibujo esenciales en Corel DRAW | DelcaVideography;Jul 16, 2019;;0;0;0;1;0;;0;0;;0;0;0;;0;0;0.5;0.002;0;0;12.38;5;0.1551;0:01:51;247;2.02
sLTyCZgoy5c;🔴 Cómo funciona la PERSPECTIVA de 2 PUNTOS de FUGA  ▷ Tutorial  CorelDRAW 2021;Apr 20, 2021;0;2;0;0;4;0;;0;0;;0;0;0;;0;0;0.25;0.002;0;1;45.32;8;0.279;0:02:05;135;2.22
sLsW1OVnQjM;🦊🏃‍♀️ The Fox Design SHORT | DelcaVideography;Jul 26, 2021;;0;0;;0;0;;0;0;;0;0;1;100;0;0;0;0;0;0;10.5;1;0.0018;0:00:06;35;0
sNJ6HtfFCds;NEUMORFISMO | NUEVA TENDENCIA de DISEÑO | COREL DRAW TUTORIAL | DelcaVideography;Mar 31, 2020;;0;0;;0;0;;0;0;;0;0;0;;0;0;0;0;0;0;1.59;1;0.0042;0:00:15;114;0.88
sOYygjhplfw;🤫 Pon en PRÁCTICA el SECRETO para DISEÑAR este LOGO en CorelDRAW ▶▶ TUTORIAL | DelcaVideograhy;Dec 14, 2021;0;3;0;0;4;0;;0;0;;0;0;0;;0;0;0.077;0.001;0;0;12.53;15;0.6378;0:02:33;388;2.84
scdInTUsjLM;💚 Tutorial ▶ Herramienta CONECTOR en CorelDRAW @DelcaX;Jan 17, 2023;0;6;0;;0;0;;0;0;;0;0;0;;0;0;1,143;0.026;0;0;60.02;19;1,603;0:05:03;553;2.71
scyBb7sHYPk;(AVANZADO)  LOGO PROFESIONAL TUTORIAL 31 COREL DRAW X8, X7, X6 y X5;Apr 5, 2016;;0;0;0;27;0;;0;0;;0;0;0;;0;0;1,571;0.022;0;0;42;14;16,498;0:07:04;246;4.47
shdqcZMvOwo;✨ TUTORIAL: NEON GLOW LOGO DESIGN en Corel Draw | DelcaVideography;Jan 22, 2019;0;36;0;0;79;0;;0;0;100;0;1;0;;0;1;2,605;0.207;0;1;37.34;85;95,478;0:06:44;1873;2.67
t8vqxbBvLWk;💡 Guía *PASO a PASO* para CREAR este LOGO PROFESIONAL 3D 🧊 ▶ Corel DRAW [FÁCIL!!!];Mar 8, 2016;;0;0;0;11;0;;0;0;;0;0;0;;0;0;0.167;0.001;0;0;40.56;6;0.8828;0:08:49;88;4.55
t95kXSMyNYo;🤯 CONSEJOS CLAVE para CREAR LOGOS ▶ Short | DelcaVideography;Sep 3, 2022;0;2;0;;0;0;;0;0;100;0;1;0;;0;0;0;0;0;0;34.15;1;0.0062;0:00:22;110;0.91
t9yV8S02BKU;LOS 10 COMANDOS MÁS USADOS EN COREL DRAW / TOP TIPS MORE OFTEN ON COREL DRAW;Jan 20, 2016;;0;0;11.11;9;1;0;5;0;;0;0;0;;0;2;0.833;0.016;0;0;18.39;21;17,404;0:04:58;274;3.28
tF5T5zm2Kk4;💚 La herramienta ZOOM Explicada ▶ TUTORIAL CorelDRAW | DelcaVideography;Sep 27, 2022;0;3;0;0;3;0;;0;0;;0;0;0;;0;0;0;0;0;0;60.92;6;0.4508;0:04:30;302;0.66
